"timeframe","geo2010","geo2010_nf","start_date","end_date","PctUnemployed","Pct16andOverEmployed","PctUnemployed_m","Pct16andOverEmployed_m","ucounty","indc"
"2012-16","DC Tract 1",11001000100,"01JAN2012","31DEC2016",4.2,73,3.5,8.6,"District of Columbia",1
"2012-16","DC Tract 2.01",11001000201,"01JAN2012","31DEC2016",6.6,41,5.9,8.7,"District of Columbia",1
"2012-16","DC Tract 2.02",11001000202,"01JAN2012","31DEC2016",4.7,57,3.1,4.4,"District of Columbia",1
"2012-16","DC Tract 3",11001000300,"01JAN2012","31DEC2016",2.1,80,2.4,5.8,"District of Columbia",1
"2012-16","DC Tract 4",11001000400,"01JAN2012","31DEC2016",0.5,64,7.1,8.0,"District of Columbia",1
"2012-16","DC Tract 5.01",11001000501,"01JAN2012","31DEC2016",2.4,83,2.9,11,"District of Columbia",1
"2012-16","DC Tract 5.02",11001000502,"01JAN2012","31DEC2016",1.5,79,3.0,7.0,"District of Columbia",1
"2012-16","DC Tract 6",11001000600,"01JAN2012","31DEC2016",1.9,73,2.5,8.2,"District of Columbia",1
"2012-16","DC Tract 7.01",11001000701,"01JAN2012","31DEC2016",3.6,62,3.5,7.5,"District of Columbia",1
"2012-16","DC Tract 7.02",11001000702,"01JAN2012","31DEC2016",5.7,80,6.0,11,"District of Columbia",1
"2012-16","DC Tract 8.01",11001000801,"01JAN2012","31DEC2016",7.4,57,4.9,4.9,"District of Columbia",1
"2012-16","DC Tract 8.02",11001000802,"01JAN2012","31DEC2016",3.4,62,3.8,5.8,"District of Columbia",1
"2012-16","DC Tract 9.01",11001000901,"01JAN2012","31DEC2016",9.0,46,5.2,4.3,"District of Columbia",1
"2012-16","DC Tract 9.02",11001000902,"01JAN2012","31DEC2016",2.5,71,4.4,7.4,"District of Columbia",1
"2012-16","DC Tract 10.01",11001001001,"01JAN2012","31DEC2016",1.9,65,2.3,4.9,"District of Columbia",1
"2012-16","DC Tract 10.02",11001001002,"01JAN2012","31DEC2016",3.7,71,3.4,7.9,"District of Columbia",1
"2012-16","DC Tract 11",11001001100,"01JAN2012","31DEC2016",1.7,67,3.2,7.0,"District of Columbia",1
"2012-16","DC Tract 12",11001001200,"01JAN2012","31DEC2016",2.6,77,3.3,6.5,"District of Columbia",1
"2012-16","DC Tract 13.01",11001001301,"01JAN2012","31DEC2016",2.7,79,3.0,7.9,"District of Columbia",1
"2012-16","DC Tract 13.02",11001001302,"01JAN2012","31DEC2016",2.4,78,2.1,7.1,"District of Columbia",1
"2012-16","DC Tract 14.01",11001001401,"01JAN2012","31DEC2016",4.4,67,3.6,6.2,"District of Columbia",1
"2012-16","DC Tract 14.02",11001001402,"01JAN2012","31DEC2016",2.9,64,4.4,7.9,"District of Columbia",1
"2012-16","DC Tract 15",11001001500,"01JAN2012","31DEC2016",4.5,64,3.8,5.3,"District of Columbia",1
"2012-16","DC Tract 16",11001001600,"01JAN2012","31DEC2016",6.9,63,3.5,5.6,"District of Columbia",1
"2012-16","DC Tract 17.02",11001001702,"01JAN2012","31DEC2016",4.3,75,3.4,8.6,"District of Columbia",1
"2012-16","DC Tract 18.03",11001001803,"01JAN2012","31DEC2016",5.4,69,3.9,6.5,"District of Columbia",1
"2012-16","DC Tract 18.04",11001001804,"01JAN2012","31DEC2016",7.2,61,4.1,6.9,"District of Columbia",1
"2012-16","DC Tract 19.01",11001001901,"01JAN2012","31DEC2016",11,59,4.6,5.5,"District of Columbia",1
"2012-16","DC Tract 19.02",11001001902,"01JAN2012","31DEC2016",8.8,60,6.0,8.3,"District of Columbia",1
"2012-16","DC Tract 20.01",11001002001,"01JAN2012","31DEC2016",6.7,61,4.8,5.8,"District of Columbia",1
"2012-16","DC Tract 20.02",11001002002,"01JAN2012","31DEC2016",8.8,67,4.9,1.9,"District of Columbia",1
"2012-16","DC Tract 21.01",11001002101,"01JAN2012","31DEC2016",8.0,68,5.0,8.3,"District of Columbia",1
"2012-16","DC Tract 21.02",11001002102,"01JAN2012","31DEC2016",7.4,66,4.2,7.3,"District of Columbia",1
"2012-16","DC Tract 22.01",11001002201,"01JAN2012","31DEC2016",11,60,5.0,7.2,"District of Columbia",1
"2012-16","DC Tract 22.02",11001002202,"01JAN2012","31DEC2016",14,60,6.4,4.8,"District of Columbia",1
"2012-16","DC Tract 23.01",11001002301,"01JAN2012","31DEC2016",5.5,69,3.7,8.1,"District of Columbia",1
"2012-16","DC Tract 23.02",11001002302,"01JAN2012","31DEC2016",3.7,48,7.2,6.9,"District of Columbia",1
"2012-16","DC Tract 24",11001002400,"01JAN2012","31DEC2016",7.6,67,3.6,3.2,"District of Columbia",1
"2012-16","DC Tract 25.01",11001002501,"01JAN2012","31DEC2016",3.3,68,4.3,8.0,"District of Columbia",1
"2012-16","DC Tract 25.02",11001002502,"01JAN2012","31DEC2016",5.3,72,3.7,7.3,"District of Columbia",1
"2012-16","DC Tract 26",11001002600,"01JAN2012","31DEC2016",6.0,66,4.0,6.6,"District of Columbia",1
"2012-16","DC Tract 27.01",11001002701,"01JAN2012","31DEC2016",4.9,75,3.3,7.4,"District of Columbia",1
"2012-16","DC Tract 27.02",11001002702,"01JAN2012","31DEC2016",3.1,75,2.6,4.8,"District of Columbia",1
"2012-16","DC Tract 28.01",11001002801,"01JAN2012","31DEC2016",8.4,75,4.1,7.2,"District of Columbia",1
"2012-16","DC Tract 28.02",11001002802,"01JAN2012","31DEC2016",7.8,75,4.8,7.6,"District of Columbia",1
"2012-16","DC Tract 29",11001002900,"01JAN2012","31DEC2016",5.3,82,2.7,3.8,"District of Columbia",1
"2012-16","DC Tract 30",11001003000,"01JAN2012","31DEC2016",9.1,68,5.5,7.5,"District of Columbia",1
"2012-16","DC Tract 31",11001003100,"01JAN2012","31DEC2016",4.8,77,3.7,8.1,"District of Columbia",1
"2012-16","DC Tract 32",11001003200,"01JAN2012","31DEC2016",7.4,67,4.0,4.5,"District of Columbia",1
"2012-16","DC Tract 33.01",11001003301,"01JAN2012","31DEC2016",4.1,79,2.8,7.0,"District of Columbia",1
"2012-16","DC Tract 33.02",11001003302,"01JAN2012","31DEC2016",7.7,77,4.7,6.9,"District of Columbia",1
"2012-16","DC Tract 34",11001003400,"01JAN2012","31DEC2016",10,46,4.7,6.1,"District of Columbia",1
"2012-16","DC Tract 35",11001003500,"01JAN2012","31DEC2016",8.9,52,3.7,5.0,"District of Columbia",1
"2012-16","DC Tract 36",11001003600,"01JAN2012","31DEC2016",9.1,77,4.7,6.7,"District of Columbia",1
"2012-16","DC Tract 37",11001003700,"01JAN2012","31DEC2016",8.3,74,4.6,7.7,"District of Columbia",1
"2012-16","DC Tract 38",11001003800,"01JAN2012","31DEC2016",5.9,76,4.1,7.3,"District of Columbia",1
"2012-16","DC Tract 39",11001003900,"01JAN2012","31DEC2016",5.3,82,3.5,5.9,"District of Columbia",1
"2012-16","DC Tract 40.01",11001004001,"01JAN2012","31DEC2016",3.0,84,3.1,9.7,"District of Columbia",1
"2012-16","DC Tract 40.02",11001004002,"01JAN2012","31DEC2016",2.6,84,2.6,7.4,"District of Columbia",1
"2012-16","DC Tract 41",11001004100,"01JAN2012","31DEC2016",2.9,73,4.0,5.6,"District of Columbia",1
"2012-16","DC Tract 42.01",11001004201,"01JAN2012","31DEC2016",2.3,87,2.8,8.3,"District of Columbia",1
"2012-16","DC Tract 42.02",11001004202,"01JAN2012","31DEC2016",3.8,80,3.2,7.4,"District of Columbia",1
"2012-16","DC Tract 43",11001004300,"01JAN2012","31DEC2016",3.1,82,3.5,6.3,"District of Columbia",1
"2012-16","DC Tract 44",11001004400,"01JAN2012","31DEC2016",4.0,84,2.8,6.3,"District of Columbia",1
"2012-16","DC Tract 46",11001004600,"01JAN2012","31DEC2016",8.1,72,5.5,9.6,"District of Columbia",1
"2012-16","DC Tract 47.01",11001004701,"01JAN2012","31DEC2016",9.3,57,5.6,8.9,"District of Columbia",1
"2012-16","DC Tract 47.02",11001004702,"01JAN2012","31DEC2016",4.7,73,3.4,4.5,"District of Columbia",1
"2012-16","DC Tract 48.01",11001004801,"01JAN2012","31DEC2016",4.9,75,4.1,6.1,"District of Columbia",1
"2012-16","DC Tract 48.02",11001004802,"01JAN2012","31DEC2016",2.8,73,3.9,6.3,"District of Columbia",1
"2012-16","DC Tract 49.01",11001004901,"01JAN2012","31DEC2016",7.2,75,3.8,5.3,"District of Columbia",1
"2012-16","DC Tract 49.02",11001004902,"01JAN2012","31DEC2016",4.6,82,3.7,7.9,"District of Columbia",1
"2012-16","DC Tract 50.01",11001005001,"01JAN2012","31DEC2016",1.6,86,3.6,6.4,"District of Columbia",1
"2012-16","DC Tract 50.02",11001005002,"01JAN2012","31DEC2016",3.1,79,2.6,6.6,"District of Columbia",1
"2012-16","DC Tract 52.01",11001005201,"01JAN2012","31DEC2016",2.5,88,2.3,9.9,"District of Columbia",1
"2012-16","DC Tract 53.01",11001005301,"01JAN2012","31DEC2016",2.2,83,2.0,7.0,"District of Columbia",1
"2012-16","DC Tract 55",11001005500,"01JAN2012","31DEC2016",2.4,72,2.6,7.2,"District of Columbia",1
"2012-16","DC Tract 56",11001005600,"01JAN2012","31DEC2016",3.2,64,3.0,7.0,"District of Columbia",1
"2012-16","DC Tract 58",11001005800,"01JAN2012","31DEC2016",8.9,78,5.2,13,"District of Columbia",1
"2012-16","DC Tract 59",11001005900,"01JAN2012","31DEC2016",4.9,73,3.8,6.4,"District of Columbia",1
"2012-16","DC Tract 64",11001006400,"01JAN2012","31DEC2016",16,43,9.8,6.0,"District of Columbia",1
"2012-16","DC Tract 65",11001006500,"01JAN2012","31DEC2016",5.2,81,6.4,9.8,"District of Columbia",1
"2012-16","DC Tract 66",11001006600,"01JAN2012","31DEC2016",4.8,72,5.7,9.0,"District of Columbia",1
"2012-16","DC Tract 67",11001006700,"01JAN2012","31DEC2016",1.9,78,2.2,6.9,"District of Columbia",1
"2012-16","DC Tract 68.01",11001006801,"01JAN2012","31DEC2016",8.2,69,5.1,8.3,"District of Columbia",1
"2012-16","DC Tract 68.02",11001006802,"01JAN2012","31DEC2016",8.0,75,4.9,7.4,"District of Columbia",1
"2012-16","DC Tract 68.04",11001006804,"01JAN2012","31DEC2016",49,1.3,54,3.5,"District of Columbia",1
"2012-16","DC Tract 69",11001006900,"01JAN2012","31DEC2016",0.3,81,3.9,8.9,"District of Columbia",1
"2012-16","DC Tract 70",11001007000,"01JAN2012","31DEC2016",4.2,83,4.6,7.5,"District of Columbia",1
"2012-16","DC Tract 71",11001007100,"01JAN2012","31DEC2016",16,52,8.7,5.6,"District of Columbia",1
"2012-16","DC Tract 72",11001007200,"01JAN2012","31DEC2016",5.1,82,3.0,6.4,"District of Columbia",1
"2012-16","DC Tract 73.01",11001007301,"01JAN2012","31DEC2016",2.3,79,6.0,11,"District of Columbia",1
"2012-16","DC Tract 73.04",11001007304,"01JAN2012","31DEC2016",21,38,9.3,6.2,"District of Columbia",1
"2012-16","DC Tract 74.01",11001007401,"01JAN2012","31DEC2016",24,34,9.8,7.1,"District of Columbia",1
"2012-16","DC Tract 74.03",11001007403,"01JAN2012","31DEC2016",16,48,8.0,10,"District of Columbia",1
"2012-16","DC Tract 74.04",11001007404,"01JAN2012","31DEC2016",20,48,10,7.8,"District of Columbia",1
"2012-16","DC Tract 74.06",11001007406,"01JAN2012","31DEC2016",8.6,50,7.9,8.4,"District of Columbia",1
"2012-16","DC Tract 74.07",11001007407,"01JAN2012","31DEC2016",11,54,6.4,8.9,"District of Columbia",1
"2012-16","DC Tract 74.08",11001007408,"01JAN2012","31DEC2016",26,30,10,6.2,"District of Columbia",1
"2012-16","DC Tract 74.09",11001007409,"01JAN2012","31DEC2016",15,49,6.6,8.3,"District of Columbia",1
"2012-16","DC Tract 75.02",11001007502,"01JAN2012","31DEC2016",28,34,8.5,6.2,"District of Columbia",1
"2012-16","DC Tract 75.03",11001007503,"01JAN2012","31DEC2016",18,43,7.7,7.4,"District of Columbia",1
"2012-16","DC Tract 75.04",11001007504,"01JAN2012","31DEC2016",21,42,9.4,8.2,"District of Columbia",1
"2012-16","DC Tract 76.01",11001007601,"01JAN2012","31DEC2016",16,54,6.5,6.7,"District of Columbia",1
"2012-16","DC Tract 76.03",11001007603,"01JAN2012","31DEC2016",7.4,52,7.6,8.8,"District of Columbia",1
"2012-16","DC Tract 76.04",11001007604,"01JAN2012","31DEC2016",16,59,5.9,7.8,"District of Columbia",1
"2012-16","DC Tract 76.05",11001007605,"01JAN2012","31DEC2016",15,53,6.0,6.8,"District of Columbia",1
"2012-16","DC Tract 77.03",11001007703,"01JAN2012","31DEC2016",27,44,9.4,8.0,"District of Columbia",1
"2012-16","DC Tract 77.07",11001007707,"01JAN2012","31DEC2016",17,43,6.5,6.6,"District of Columbia",1
"2012-16","DC Tract 77.08",11001007708,"01JAN2012","31DEC2016",32,39,9.6,9.3,"District of Columbia",1
"2012-16","DC Tract 77.09",11001007709,"01JAN2012","31DEC2016",21,46,7.5,7.4,"District of Columbia",1
"2012-16","DC Tract 78.03",11001007803,"01JAN2012","31DEC2016",17,54,6.2,7.8,"District of Columbia",1
"2012-16","DC Tract 78.04",11001007804,"01JAN2012","31DEC2016",15,48,7.5,7.7,"District of Columbia",1
"2012-16","DC Tract 78.06",11001007806,"01JAN2012","31DEC2016",19,45,9.1,7.9,"District of Columbia",1
"2012-16","DC Tract 78.07",11001007807,"01JAN2012","31DEC2016",17,48,7.2,7.5,"District of Columbia",1
"2012-16","DC Tract 78.08",11001007808,"01JAN2012","31DEC2016",27,48,7.9,8.7,"District of Columbia",1
"2012-16","DC Tract 78.09",11001007809,"01JAN2012","31DEC2016",14,60,6.1,8.9,"District of Columbia",1
"2012-16","DC Tract 79.01",11001007901,"01JAN2012","31DEC2016",17,54,6.8,6.1,"District of Columbia",1
"2012-16","DC Tract 79.03",11001007903,"01JAN2012","31DEC2016",10,59,7.1,6.4,"District of Columbia",1
"2012-16","DC Tract 80.01",11001008001,"01JAN2012","31DEC2016",6.3,76,3.7,6.6,"District of Columbia",1
"2012-16","DC Tract 80.02",11001008002,"01JAN2012","31DEC2016",6.7,74,3.9,7.1,"District of Columbia",1
"2012-16","DC Tract 81",11001008100,"01JAN2012","31DEC2016",1.4,81,2.7,7.7,"District of Columbia",1
"2012-16","DC Tract 82",11001008200,"01JAN2012","31DEC2016",3.2,74,3.2,6.0,"District of Columbia",1
"2012-16","DC Tract 83.01",11001008301,"01JAN2012","31DEC2016",3.8,80,4.3,7.2,"District of Columbia",1
"2012-16","DC Tract 83.02",11001008302,"01JAN2012","31DEC2016",2.1,77,3.7,6.4,"District of Columbia",1
"2012-16","DC Tract 84.02",11001008402,"01JAN2012","31DEC2016",6.4,76,5.1,12,"District of Columbia",1
"2012-16","DC Tract 84.10",11001008410,"01JAN2012","31DEC2016",3.5,82,5.8,9.2,"District of Columbia",1
"2012-16","DC Tract 87.01",11001008701,"01JAN2012","31DEC2016",3.5,72,3.7,17,"District of Columbia",1
"2012-16","DC Tract 87.02",11001008702,"01JAN2012","31DEC2016",11,62,5.5,6.0,"District of Columbia",1
"2012-16","DC Tract 88.02",11001008802,"01JAN2012","31DEC2016",13,55,4.8,5.7,"District of Columbia",1
"2012-16","DC Tract 88.03",11001008803,"01JAN2012","31DEC2016",19,40,8.9,7.4,"District of Columbia",1
"2012-16","DC Tract 88.04",11001008804,"01JAN2012","31DEC2016",20,50,8.3,5.9,"District of Columbia",1
"2012-16","DC Tract 89.03",11001008903,"01JAN2012","31DEC2016",8.2,55,6.4,9.3,"District of Columbia",1
"2012-16","DC Tract 89.04",11001008904,"01JAN2012","31DEC2016",15,59,6.1,7.9,"District of Columbia",1
"2012-16","DC Tract 90",11001009000,"01JAN2012","31DEC2016",9.9,46,7.2,7.2,"District of Columbia",1
"2012-16","DC Tract 91.02",11001009102,"01JAN2012","31DEC2016",14,51,6.2,6.1,"District of Columbia",1
"2012-16","DC Tract 92.01",11001009201,"01JAN2012","31DEC2016",9.8,64,5.6,17,"District of Columbia",1
"2012-16","DC Tract 92.03",11001009203,"01JAN2012","31DEC2016",8.4,68,6.4,7.5,"District of Columbia",1
"2012-16","DC Tract 92.04",11001009204,"01JAN2012","31DEC2016",24,43,9.5,8.6,"District of Columbia",1
"2012-16","DC Tract 93.01",11001009301,"01JAN2012","31DEC2016",16,58,8.4,6.9,"District of Columbia",1
"2012-16","DC Tract 93.02",11001009302,"01JAN2012","31DEC2016",9.8,63,9.7,12,"District of Columbia",1
"2012-16","DC Tract 94",11001009400,"01JAN2012","31DEC2016",15,55,6.4,5.1,"District of Columbia",1
"2012-16","DC Tract 95.01",11001009501,"01JAN2012","31DEC2016",9.3,52,3.8,5.2,"District of Columbia",1
"2012-16","DC Tract 95.03",11001009503,"01JAN2012","31DEC2016",6.1,56,5.2,8.2,"District of Columbia",1
"2012-16","DC Tract 95.04",11001009504,"01JAN2012","31DEC2016",11,54,6.1,8.4,"District of Columbia",1
"2012-16","DC Tract 95.05",11001009505,"01JAN2012","31DEC2016",14,57,7.2,8.4,"District of Columbia",1
"2012-16","DC Tract 95.07",11001009507,"01JAN2012","31DEC2016",19,51,8.5,9.6,"District of Columbia",1
"2012-16","DC Tract 95.08",11001009508,"01JAN2012","31DEC2016",13,58,5.9,7.9,"District of Columbia",1
"2012-16","DC Tract 95.09",11001009509,"01JAN2012","31DEC2016",17,50,7.3,8.5,"District of Columbia",1
"2012-16","DC Tract 96.01",11001009601,"01JAN2012","31DEC2016",30,38,9.3,7.6,"District of Columbia",1
"2012-16","DC Tract 96.02",11001009602,"01JAN2012","31DEC2016",22,46,9.0,8.9,"District of Columbia",1
"2012-16","DC Tract 96.03",11001009603,"01JAN2012","31DEC2016",19,45,7.9,7.8,"District of Columbia",1
"2012-16","DC Tract 96.04",11001009604,"01JAN2012","31DEC2016",8.3,55,6.2,8.9,"District of Columbia",1
"2012-16","DC Tract 97",11001009700,"01JAN2012","31DEC2016",29,42,11,7.3,"District of Columbia",1
"2012-16","DC Tract 98.01",11001009801,"01JAN2012","31DEC2016",27,42,9.2,8.2,"District of Columbia",1
"2012-16","DC Tract 98.02",11001009802,"01JAN2012","31DEC2016",33,42,11,8.7,"District of Columbia",1
"2012-16","DC Tract 98.03",11001009803,"01JAN2012","31DEC2016",32,41,8.7,8.6,"District of Columbia",1
"2012-16","DC Tract 98.04",11001009804,"01JAN2012","31DEC2016",26,48,7.4,5.9,"District of Columbia",1
"2012-16","DC Tract 98.07",11001009807,"01JAN2012","31DEC2016",21,49,8.3,7.6,"District of Columbia",1
"2012-16","DC Tract 98.10",11001009810,"01JAN2012","31DEC2016",31,52,12,10,"District of Columbia",1
"2012-16","DC Tract 98.11",11001009811,"01JAN2012","31DEC2016",30,41,8.3,6.8,"District of Columbia",1
"2012-16","DC Tract 99.01",11001009901,"01JAN2012","31DEC2016",11,55,6.5,8.2,"District of Columbia",1
"2012-16","DC Tract 99.02",11001009902,"01JAN2012","31DEC2016",14,52,7.4,8.9,"District of Columbia",1
"2012-16","DC Tract 99.03",11001009903,"01JAN2012","31DEC2016",6.8,61,7.5,9.4,"District of Columbia",1
"2012-16","DC Tract 99.04",11001009904,"01JAN2012","31DEC2016",15,53,7.1,7.1,"District of Columbia",1
"2012-16","DC Tract 99.05",11001009905,"01JAN2012","31DEC2016",28,49,8.3,6.5,"District of Columbia",1
"2012-16","DC Tract 99.06",11001009906,"01JAN2012","31DEC2016",15,52,9.4,9.2,"District of Columbia",1
"2012-16","DC Tract 99.07",11001009907,"01JAN2012","31DEC2016",24,43,9.9,8.9,"District of Columbia",1
"2012-16","DC Tract 101",11001010100,"01JAN2012","31DEC2016",5.3,75,3.7,8.4,"District of Columbia",1
"2012-16","DC Tract 102",11001010200,"01JAN2012","31DEC2016",5.8,73,4.6,8.0,"District of Columbia",1
"2012-16","DC Tract 103",11001010300,"01JAN2012","31DEC2016",13,57,7.0,6.9,"District of Columbia",1
"2012-16","DC Tract 104",11001010400,"01JAN2012","31DEC2016",24,41,8.1,6.3,"District of Columbia",1
"2012-16","DC Tract 105",11001010500,"01JAN2012","31DEC2016",8.7,71,4.3,10,"District of Columbia",1
"2012-16","DC Tract 106",11001010600,"01JAN2012","31DEC2016",4.4,79,2.3,4.3,"District of Columbia",1
"2012-16","DC Tract 107",11001010700,"01JAN2012","31DEC2016",3.5,74,4.8,9.2,"District of Columbia",1
"2012-16","DC Tract 108",11001010800,"01JAN2012","31DEC2016",9.0,40,4.3,3.8,"District of Columbia",1
"2012-16","DC Tract 109",11001010900,"01JAN2012","31DEC2016",26,40,9.0,14,"District of Columbia",1
"2012-16","DC Tract 110",11001011000,"01JAN2012","31DEC2016",2.8,74,3.2,8.2,"District of Columbia",1
"2012-16","DC Tract 111",11001011100,"01JAN2012","31DEC2016",16,47,5.4,4.8,"District of Columbia",1
"2012-16","MD Tract 009 8601.01",24009860101,"01JAN2012","31DEC2016",6.0,66,4.0,6.9,"Calvert",0
"2012-16","MD Tract 009 8601.02",24009860102,"01JAN2012","31DEC2016",5.9,56,6.0,7.6,"Calvert",0
"2012-16","MD Tract 009 8602",24009860200,"01JAN2012","31DEC2016",3.5,62,3.0,4.7,"Calvert",0
"2012-16","MD Tract 009 8603",24009860300,"01JAN2012","31DEC2016",2.5,68,2.7,5.6,"Calvert",0
"2012-16","MD Tract 009 8604.01",24009860401,"01JAN2012","31DEC2016",9.0,69,3.0,4.2,"Calvert",0
"2012-16","MD Tract 009 8604.02",24009860402,"01JAN2012","31DEC2016",10,69,4.7,7.3,"Calvert",0
"2012-16","MD Tract 009 8605.01",24009860501,"01JAN2012","31DEC2016",5.3,71,2.8,5.3,"Calvert",0
"2012-16","MD Tract 009 8605.02",24009860502,"01JAN2012","31DEC2016",7.1,64,5.3,6.7,"Calvert",0
"2012-16","MD Tract 009 8606",24009860600,"01JAN2012","31DEC2016",9.3,62,4.6,5.2,"Calvert",0
"2012-16","MD Tract 009 8607.01",24009860701,"01JAN2012","31DEC2016",1.7,57,4.2,7.1,"Calvert",0
"2012-16","MD Tract 009 8607.02",24009860702,"01JAN2012","31DEC2016",16,53,6.6,5.8,"Calvert",0
"2012-16","MD Tract 009 8607.03",24009860703,"01JAN2012","31DEC2016",7.9,68,4.9,7.5,"Calvert",0
"2012-16","MD Tract 009 8608.01",24009860801,"01JAN2012","31DEC2016",9.8,61,4.6,5.6,"Calvert",0
"2012-16","MD Tract 009 8608.02",24009860802,"01JAN2012","31DEC2016",5.3,68,3.2,4.5,"Calvert",0
"2012-16","MD Tract 009 8609",24009860900,"01JAN2012","31DEC2016",9.4,54,4.9,5.5,"Calvert",0
"2012-16","MD Tract 009 8610.01",24009861001,"01JAN2012","31DEC2016",3.2,59,11,10,"Calvert",0
"2012-16","MD Tract 009 8610.03",24009861003,"01JAN2012","31DEC2016",14,66,6.9,5.5,"Calvert",0
"2012-16","MD Tract 009 8610.04",24009861004,"01JAN2012","31DEC2016",5.8,71,3.4,6.8,"Calvert",0
"2012-16","MD Tract 017 8501.01",24017850101,"01JAN2012","31DEC2016",3.4,65,2.9,5.2,"Charles",0
"2012-16","MD Tract 017 8501.02",24017850102,"01JAN2012","31DEC2016",7.1,56,5.7,6.7,"Charles",0
"2012-16","MD Tract 017 8502.01",24017850201,"01JAN2012","31DEC2016",1.9,80,23,38,"Charles",0
"2012-16","MD Tract 017 8502.02",24017850202,"01JAN2012","31DEC2016",5.3,65,3.6,6.8,"Charles",0
"2012-16","MD Tract 017 8503",24017850300,"01JAN2012","31DEC2016",11,59,6.5,7.5,"Charles",0
"2012-16","MD Tract 017 8504",24017850400,"01JAN2012","31DEC2016",10,52,4.8,5.0,"Charles",0
"2012-16","MD Tract 017 8505",24017850500,"01JAN2012","31DEC2016",9.1,56,6.3,6.8,"Charles",0
"2012-16","MD Tract 017 8506",24017850600,"01JAN2012","31DEC2016",4.6,63,2.8,4.1,"Charles",0
"2012-16","MD Tract 017 8507.06",24017850706,"01JAN2012","31DEC2016",2.5,69,3.3,6.1,"Charles",0
"2012-16","MD Tract 017 8507.08",24017850708,"01JAN2012","31DEC2016",4.2,68,3.2,5.4,"Charles",0
"2012-16","MD Tract 017 8507.09",24017850709,"01JAN2012","31DEC2016",6.2,74,4.0,6.7,"Charles",0
"2012-16","MD Tract 017 8507.10",24017850710,"01JAN2012","31DEC2016",5.7,68,3.4,5.2,"Charles",0
"2012-16","MD Tract 017 8507.11",24017850711,"01JAN2012","31DEC2016",7.1,68,4.7,5.6,"Charles",0
"2012-16","MD Tract 017 8507.12",24017850712,"01JAN2012","31DEC2016",4.1,75,2.5,4.5,"Charles",0
"2012-16","MD Tract 017 8507.13",24017850713,"01JAN2012","31DEC2016",5.0,71,2.9,5.9,"Charles",0
"2012-16","MD Tract 017 8508.01",24017850801,"01JAN2012","31DEC2016",4.0,67,2.7,6.1,"Charles",0
"2012-16","MD Tract 017 8508.02",24017850802,"01JAN2012","31DEC2016",2.1,68,3.1,6.7,"Charles",0
"2012-16","MD Tract 017 8509.01",24017850901,"01JAN2012","31DEC2016",7.1,60,4.5,6.7,"Charles",0
"2012-16","MD Tract 017 8509.02",24017850902,"01JAN2012","31DEC2016",5.8,58,3.4,4.8,"Charles",0
"2012-16","MD Tract 017 8509.04",24017850904,"01JAN2012","31DEC2016",4.5,72,2.3,5.2,"Charles",0
"2012-16","MD Tract 017 8509.05",24017850905,"01JAN2012","31DEC2016",4.5,75,2.7,7.8,"Charles",0
"2012-16","MD Tract 017 8509.06",24017850906,"01JAN2012","31DEC2016",9.0,65,5.4,8.3,"Charles",0
"2012-16","MD Tract 017 8510.01",24017851001,"01JAN2012","31DEC2016",3.9,42,5.0,5.4,"Charles",0
"2012-16","MD Tract 017 8510.02",24017851002,"01JAN2012","31DEC2016",4.3,63,2.6,4.9,"Charles",0
"2012-16","MD Tract 017 8511",24017851100,"01JAN2012","31DEC2016",1.4,65,4.3,7.7,"Charles",0
"2012-16","MD Tract 017 8512",24017851200,"01JAN2012","31DEC2016",4.8,61,3.7,4.5,"Charles",0
"2012-16","MD Tract 017 8513.01",24017851301,"01JAN2012","31DEC2016",4.0,66,3.1,5.9,"Charles",0
"2012-16","MD Tract 017 8513.02",24017851302,"01JAN2012","31DEC2016",2.3,55,3.1,5.2,"Charles",0
"2012-16","MD Tract 017 8514",24017851400,"01JAN2012","31DEC2016",3.8,66,3.1,5.5,"Charles",0
"2012-16","MD Tract 017 8515",24017851500,"01JAN2012","31DEC2016",4.7,72,3.0,5.8,"Charles",0
"2012-16","MD Tract 021 7402",24021740200,"01JAN2012","31DEC2016",2.1,67,2.5,5.4,"Frederick",0
"2012-16","MD Tract 021 7501",24021750100,"01JAN2012","31DEC2016",4.0,80,5.7,9.6,"Frederick",0
"2012-16","MD Tract 021 7502",24021750200,"01JAN2012","31DEC2016",5.8,77,5.1,9.0,"Frederick",0
"2012-16","MD Tract 021 7503",24021750300,"01JAN2012","31DEC2016",6.0,66,7.5,11,"Frederick",0
"2012-16","MD Tract 021 7505.03",24021750503,"01JAN2012","31DEC2016",6.2,76,4.1,7.7,"Frederick",0
"2012-16","MD Tract 021 7505.04",24021750504,"01JAN2012","31DEC2016",5.1,69,3.6,9.1,"Frederick",0
"2012-16","MD Tract 021 7505.05",24021750505,"01JAN2012","31DEC2016",7.7,71,4.4,6.3,"Frederick",0
"2012-16","MD Tract 021 7505.06",24021750506,"01JAN2012","31DEC2016",9.5,69,4.2,6.4,"Frederick",0
"2012-16","MD Tract 021 7506",24021750600,"01JAN2012","31DEC2016",5.2,60,4.1,6.3,"Frederick",0
"2012-16","MD Tract 021 7507.01",24021750701,"01JAN2012","31DEC2016",3.7,74,3.0,5.8,"Frederick",0
